Titanic Passengers and Crew Complete List,,,,,,,,,,,,,,,
Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"STEBBINGS, Mr Sydney Frederick",1876,1912,36,Male,Victualling Crew,,,,Belfast,Chief Boots Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/sydney-frederick-stebbings.html
"STEEL, Mr Robert Edward",1882,1912,30,Male,Engineering Crew Substitute Crew,,,,Southampton,Trimmer,LOST,,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-victim/robert-edward-steel.html
"STENGEL, Mr Charles Emil Henry",1857,1914,54,Male,1st Class Passenger,11778,£55             8s             10d,C116,Cherbourg,Businessman,SAVED,1,,American,https://www.encyclopedia-titanica.org/titanic-survivor/charles-stengel.html
"STENGEL, Mrs Annie May",1868,1956,43,Female,1st Class Passenger,11778,£55             8s             10d,C116,Cherbourg,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/annie-may-stengel.html
"STEPHENSON, Mrs Martha",1860,1934,52,Female,1st Class Passenger,36947,£78             5s             4d,D20,Cherbourg,,SAVED,4,,American,https://www.encyclopedia-titanica.org/titanic-survivor/martha-stephenson.html
"STEVENS, Mr George",,,,Male,1st Class Passenger Cross Channel Passenger,50,£1             10s,,Southampton,,,,,,https://www.encyclopedia-titanica.org/titanic-biography/g-stevens.html
"STEVENSON, Mr Andrew",1884,,28,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/andrew-stevenson.html
"STEVENSON, Mr James",1866,1919,46,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-stevenson.html
"STEVENSON, Mr John",1863,,49,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-stevenson.html
"STEWART, Mr Albert Ankeny",1848,1912,64,Male,1st Class Passenger,17605,£27             14s             5d,,Cherbourg,Businessman,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/albert-stewart.html
"STEWART, Mr John",1883,1946,28,Male,Victualling Crew,,,,Belfast,Verandah Steward,SAVED,15,,Scottish,https://www.encyclopedia-titanica.org/titanic-survivor/john-stewart.html
"STEWART, Mr John Francis Croker",1881,1963,30,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-stewart-2.html
"STEWART, Mr Matthew",1887,,25,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/matthew-stewart.html
"STOCKER, Mr Henry Dorey",1892,1912,20,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-dorey-stocker.html
"STOKES, Mr Philip Joseph",1887,1912,24,Male,2nd Class Passenger,13540,£10             10s,,Southampton,Bricklayer,LOST,,81,English,https://www.encyclopedia-titanica.org/titanic-victim/philip-joseph-stokes.html
"STONE, Mr Edmund",1879,1912,33,Male,Victualling Crew,,,,Southampton,1st Class Bedroom Steward,LOST,,41,English,https://www.encyclopedia-titanica.org/titanic-victim/edmund-stone.html
"STONE, Mr Edward Thomas",1882,1912,29,Male,Victualling Crew,,,,Southampton,Bedroom Steward (2nd class),LOST,,243,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-thomas-stone.html
"STONE, Mrs Martha Evelyn",1851,1924,61,Female,1st Class Passenger,113572,£80.00,B28,Southampton,,SAVED,6,,American,https://www.encyclopedia-titanica.org/titanic-survivor/martha-evelyn-stone.html
"STOREY, Mr Thomas",1853,1912,59,Male,3rd Class Passenger,370160,,,Southampton,Seaman,LOST,,261,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-storey.html
"STOYTCHEFF, Mr Ilia",1893,1912,19,Male,3rd Class Passenger,349205,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/ilia-stoytcheff.html
"STRANDBERG, Miss Ida Sofia",1889,1912,22,Female,3rd Class Passenger,7553,£9             16s             9d,,Southampton,,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/ida-sofia-strandberg.html
"STRANDéN, Mr Juho Niilosson",1881,1943,30,Male,3rd Class Passenger,3101288,£7             18s             6d,,Southampton,,SAVED,,,Finnish,https://www.encyclopedia-titanica.org/titanic-survivor/juho-niilosson-stranden.html
"STRANGE, Mr Samuel",1872,1916,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/samuel-strange.html
"STRAUS, Mr Isidor",1845,1912,67,Male,1st Class Passenger,17483,£221             15s             7d,C55,Southampton,Businessman,LOST,,96,"German, American",https://www.encyclopedia-titanica.org/titanic-victim/isidor-straus.html
"STRAUS, Mrs Rosalie Ida",1849,1912,63,Female,1st Class Passenger,17483,£221             15s             7d,C55,Southampton,,LOST,,,German,https://www.encyclopedia-titanica.org/titanic-victim/ida-straus.html
"STREET, Mr Thomas Albert",1887,1964,25,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/thomas-albert-street.html
"STRILIć, Mr Ivan",1885,1912,26,Male,3rd Class Passenger,315083,£8             13s             3d,,Southampton,Farmer,LOST,,,Croatian,https://www.encyclopedia-titanica.org/titanic-victim/ivan-strilic.html
"STROUD, Mr Edward Alfred Orlando",1893,1912,19,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-alfred-orlando-stroud.html
"STROUD, Mr Harry John",1876,1912,35,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-john-stroud.html
"STRUGNELL, Mr John Herbert",1878,1912,34,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-strugnell.html
"STRöM, Miss Telma Matilda",1909,1912,2,Female,3rd Class Passenger,347054,£10             9s             3d,G6,Southampton,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/telma-matilda-strom.html
"STRöM, Mrs Elna Matilda",1882,1912,29,Female,3rd Class Passenger,347054,£10             9s             3d,G6,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/elna-matilda-strom.html
"STUBBINGS, Mr Harry Robert",1881,1912,31,Male,Victualling Crew,,,,Belfast,2nd. Class Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-robert-stubbings.html
"STUBBS, Mr James Henry",1884,1912,28,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-henry-stubbs.html
"STäHELIN-MAEGLIN, Dr Max",1880,1968,32,Male,1st Class Passenger,13214,£30             10s,B50,Southampton,Lawyer,SAVED,3,,Swiss,https://www.encyclopedia-titanica.org/titanic-survivor/max-stahelin-maeglin.html
"SUNDERLAND, Mr Victor Francis",1892,1973,20,Male,3rd Class Passenger,392089,£8             1s,,Southampton,Farmer,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/victor-francis-sunderland.html
"SUNDMAN, Mr Johan Julian",1867,1920,45,Male,3rd Class Passenger,3101269,£7             18s             6d,,Southampton,,SAVED,15,,Finnish,https://www.encyclopedia-titanica.org/titanic-survivor/johan-julian-sundman.html
"SUTEHALL, Mr Henry",1886,1912,25,Male,3rd Class Passenger,392076,£7             1s,,Southampton,Coach Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-sutehall.html
"SUTTON, Mr Frederick",1850,1912,61,Male,1st Class Passenger,36963,£32             6s             5d,D50,Southampton,Property Developer / Real Estate,LOST,,46,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-sutton.html
"SVENSSON, Mr Johan",1837,1912,74,Male,3rd Class Passenger,347060,£7             15s             6d,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/johan-svensson.html
"SVENSSON, Mr Johan Cervin",1898,1981,14,Male,3rd Class Passenger,7538,£9             4s             6d,,Southampton,,SAVED,16,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/johan-cervin-svensson.html
"SVENSSON, Mr Olof",1887,1912,24,Male,3rd Class Passenger,350035,£7             15s             11d,,Southampton,Farmer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/olof-svensson.html
"SWAN, Mr William",1864,1912,48,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/w-swan.html
"SWANE, Mr George",1892,1912,19,Male,2nd Class Passenger Servant,248734,£13.00,F?,Southampton,Chauffeur,LOST,,294,English,https://www.encyclopedia-titanica.org/titanic-victim/george-swane.html
"SWARBRICK, Mr Joseph",1892,1944,20,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-swarbrick.html
"SWARBRICK, Mr William John",1888,1968,23,Male,Engineering Crew,,,,Belfast,Fireman,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/william-swarbrick.html
"SWEET, Mr George Frederick",1897,1912,14,Male,2nd Class Passenger,220845,£65.00,,Southampton,Farm Labourer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-frederick-sweet.html
"SWIFT, Mrs Margaret Welles",1865,1948,46,Female,1st Class Passenger,17466,£25             18s             7d,D17,Southampton,,SAVED,8,,American,https://www.encyclopedia-titanica.org/titanic-survivor/margaret-welles-swift.html
"SYMONDS, Mr John Crane",1867,1912,44,Male,Victualling Crew,,,,Belfast,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-symonds.html
"SYMONS, Mr George Thomas Macdonald",1888,1950,24,Male,Deck Crew,,,,Southampton,Lookout,SAVED,1,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-thomas-macdonald-symons.html
"SäGESSER, Mlle Emma",1887,1964,24,Female,1st Class Passenger Servant,17477,£69             6s,B35 ?,Cherbourg,Personal Maid,SAVED,9,,Swiss,https://www.encyclopedia-titanica.org/titanic-survivor/emma-sagesser.html
"SæTHER, Mr Simon Sivertsen",1868,1912,43,Male,3rd Class Passenger,3101262,£7             5s,,Southampton,Miner,LOST,,32,Norwegian,https://www.encyclopedia-titanica.org/titanic-victim/simon-sivertsen-saether.html
"SøHOLT, Mr Peter Andreas Lauritz Andersen",1892,1912,19,Male,3rd Class Passenger,348124,£7             13s,[F] G73,Southampton,Carpenter / Joiner,LOST,,,Norwegian,https://www.encyclopedia-titanica.org/titanic-victim/peter-andreas-lauritz-andersen-soholt.html
"TAGGART, Mr William",1887,,24,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-taggart.html
"TALBOT, Mr George Frederick Charles",1891,1912,20,Male,Victualling Crew,,,,Southampton,Steward,LOST,,150,English,https://www.encyclopedia-titanica.org/titanic-victim/george-frederick-charles-talbot.html
"TAMLYN, Mr Frederick",1888,1912,23,Male,Deck Crew,,,,Southampton,Mess Steward (Deck Dept.),LOST,,123,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-tamlyn.html
"TANNūS, Master As'ad",1911,1931,5m,Male,3rd Class Passenger,2625,£8             10s             4d,,Cherbourg,,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/assad-alexander-thomas-tannous.html
"TANNūS, Mr Bashīr",1881,1912,30,Male,3rd Class Passenger,2621,£6             8s             9d,,Cherbourg,Dealer,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/charles-rad-thomas.html
"TANNūS, Mrs Thamīn",1895,1974,16,Female,3rd Class Passenger,2625,£8             10s             4d,,Cherbourg,,SAVED,,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/thamine-thelma-thomas.html
"TAUSSIG, Miss Ruth",1893,1925,18,Female,1st Class Passenger,110413,£79             13s,E68,Southampton,,SAVED,8,,American,https://www.encyclopedia-titanica.org/titanic-survivor/ruth-taussig.html
"TAUSSIG, Mr Emil",1857,1912,54,Male,1st Class Passenger,110413,£79             13s,E67,Southampton,Manufacturer,LOST,,,"Austrian, American",https://www.encyclopedia-titanica.org/titanic-victim/emil-taussig.html
"TAUSSIG, Mrs Tillie",1872,1957,39,Female,1st Class Passenger,110413,£79             13s,E67,Southampton,,SAVED,8,,American,https://www.encyclopedia-titanica.org/titanic-survivor/tillie-taussig.html
"TAYLOR, Mr Bernard Cuthbert",1889,1912,22,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/bernard-cuthbert-taylor.html
"TAYLOR, Mr Charles William Frederick",1871,1912,40,Male,Deck Crew,,,,Southampton,Able-bodied Seaman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/c-taylor.html
"TAYLOR, Mr Elmer Zebley",1864,1949,48,Male,1st Class Passenger,19996,£52.00,C126,Southampton,Manufacturer,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/elmer-zebley-taylor.html
"TAYLOR, Mr George",1888,1931,23,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,1,,English,https://www.encyclopedia-titanica.org/titanic-survivor/james-taylor.html
"TAYLOR, Mr J.",1870,1912,42,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-taylor.html
"TAYLOR, Mr John Henry",1862,1912,49,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-taylor.html
"TAYLOR, Mr Leonard",1893,1912,19,Male,Victualling Crew,,,,Southampton,Turkish Bath Attendant,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/leonard-taylor.html
"TAYLOR, Mr Percy Cornelius",1872,1912,40,Male,2nd Class Passenger Musician,250654,,E,Southampton,Musician,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/percy-cornelius-taylor.html
"TAYLOR, Mr William Henry",1883,1914,28,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-henry-taylor.html
"TAYLOR, Mr William John",1881,1912,31,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-john-taylor.html
"TAYLOR, Mrs Juliet Cummins",1862,1927,49,Female,1st Class Passenger,19996,£52.00,C126,Southampton,,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/juliet-cummins-taylor.html
"TENGLIN, Mr Gunnar Isidor",1887,1974,25,Male,3rd Class Passenger,350033,£7             15s             11d,,Southampton,,SAVED,13,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/gunnar-isidor-tenglin.html
"TERRELL, Mr Bertram",1893,1912,19,Male,Deck Crew,,,,Southampton,Seaman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/bertram-terrell.html
"TERRILL, Mr Frank",1884,,27,Male,Victualling Crew,,,,Southampton,Assistant Saloon Steward,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frank-terrell.html
"TESTONI, Sig. Ercole",1888,1912,23,Male,Restaurant Staff,,,,Southampton,Assistant Glass Man,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/ercole-testoni.html
"TEUTON, Mr Thomas Moore",1877,1912,35,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,226,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-moore-teuton-fenton.html
"THALER, Mr Montague Donald",1894,1912,17,Male,Victualling Crew,,,,Southampton,Steward (3rd Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/montague-donald-thaler.html
"THAYER, Mr John Borland",1862,1912,49,Male,1st Class Passenger,17421,£110             17s             8d,C68,Cherbourg,Businessman,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/john-borland-thayer.html
"THAYER, Mr John Borland",1894,1945,17,Male,1st Class Passenger,17421,£110             17s             8d,C70,Cherbourg,Scholar,SAVED,B,,American,https://www.encyclopedia-titanica.org/titanic-survivor/john-borland-thayer-jr.html
"THAYER, Mrs Marian Longstreth",1872,1944,39,Female,1st Class Passenger,17421,£110             17s             8d,C68,Cherbourg,,SAVED,4,,American,https://www.encyclopedia-titanica.org/titanic-survivor/marian-thayer.html
"THEISSINGER, Mr Alfred",1865,1949,46,Male,Victualling Crew,,,,Southampton,Bed Room Steward,SAVED,11,,German,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-theissinger.html
"THEOBALD, Mr Thomas Leonard",1878,1912,34,Male,3rd Class Passenger,363294,£8             1s,,Southampton,Groom,LOST,,176,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-leonard-theobald.html
"THOMAS, Mr Albert Charles",1889,1973,23,Male,Victualling Crew,,,,Southampton,Saloon Steward,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/albert-charles-thomas.html
"THOMAS, Mr Benjamin James",1881,1937,30,Male,Victualling Crew,,,,Belfast,Saloon Steward,SAVED,15,,English,https://www.encyclopedia-titanica.org/titanic-survivor/benjamin-james-thomas.html
"THOMAS, Mr John",1887,,25,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-thomas.html
"THOMAS, Mr Joseph Wakefield",1888,1912,23,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/joseph-thomas.html
"THOMAS, Mr William",1861,,51,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-thomas.html
"THOMPSON, Mr Alexander Mellis",1875,1912,36,Male,3rd Class Passenger,32302,£8             1s,,Southampton,Mason,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/alexander-morrison-thompson.html
"THOMPSON, Mr Herbert Henry",1887,1912,25,Male,Victualling Crew,,,,Belfast,2nd (Assistant) Storekeeper,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/herbert-henry-thompson.html
